system   D            wsystem.c:583  maybe_parent_dir                 [   0.00090] Also searching C:\Users\Maroofshahani\Desktop\AllegroProj\
font     D                ttf.c:217  alloc_glyph_region               [   2.58860] Glyph 60: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.58890] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.58896] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.59061] Glyph 38: 9x21 (12x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.59095] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.59101] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.59279] Glyph 54: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.59287] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.59293] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.59521] Glyph 47: 19x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.59555] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.59561] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.59760] Glyph 66: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.59796] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.59802] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.59997] Glyph 82: 14x12 (16x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.60028] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.60034] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.60222] Glyph 65: 19x25 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.60253] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.60259] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.60451] Glyph 69: 20x25 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.60486] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.60492] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.60692] Glyph 64: 19x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.60726] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.60732] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.60937] Glyph 61: 18x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.60973] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.60980] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.61184] Glyph 60: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.61219] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.61225] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.61412] Glyph 53: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.61443] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.61449] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.61680] Glyph 51: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.61688] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.61694] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.61886] Glyph 67: 19x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.61921] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.61927] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.62118] Glyph 50: 19x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.62149] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.62155] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.62356] Glyph 52: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.62386] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.62392] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.62571] Glyph 73: 12x26 (12x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.62605] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.62611] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.62823] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.62829] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.62834] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.62840] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.62845] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.62850] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.62855] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.62859] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.62868] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.62875] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.62880] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.62885] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.62890] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.63046] added dtor for object 051ED690, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.63074] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.63080] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.64294] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.64301] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.64306] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.64311] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.64315] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.64321] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.64325] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.64330] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.64335] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.64339] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.64344] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.64349] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.64354] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.64497] added dtor for object 0516A8D8, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.64527] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.64533] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.65665] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.65672] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.65677] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.65681] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.65686] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.65691] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.65696] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.65700] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.65705] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.65709] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.65714] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.65719] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.65725] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.65881] added dtor for object 051EC740, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.65907] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.65913] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.67141] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.67149] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.67154] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.67158] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.67163] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.67167] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.67172] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.67177] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.67181] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.67186] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.67191] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.67196] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.67201] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.67338] added dtor for object 051EC850, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.67363] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.67369] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.68488] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.68495] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.68500] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.68505] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.68509] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.68514] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.68519] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.68524] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.68529] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.68533] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.68538] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.68543] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.68548] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.68676] added dtor for object 051EC960, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.68702] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.68708] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.69873] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.69880] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.69884] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.69889] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.69894] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.69899] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.69903] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.69908] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.69914] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.69921] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.69926] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.69932] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.69937] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.70058] added dtor for object 051ECAB8, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.70084] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.70090] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.71284] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.71291] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.71296] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.71301] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.71305] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.71310] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.71315] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.71319] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.71324] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.71329] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.71334] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.71339] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.71344] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.71467] added dtor for object 051ECBC8, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.71493] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.71499] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   W          bitmap_io.c:222  al_load_bitmap                   [   2.72690] Failed loading 7.bmp with .bmp handler.
bitmap   W          bitmap_io.c:222  al_load_bitmap                   [   2.72715] Failed loading 8.bmp with .bmp handler.
bitmap   W          bitmap_io.c:222  al_load_bitmap                   [   2.72740] Failed loading 9.bmp with .bmp handler.
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.72864] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.72871] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.73243] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.73254] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.73398] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.73405] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.73486] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.73492] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.73568] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.73576] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.73655] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.73661] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.73739] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.73746] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.73823] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.73829] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.73907] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.73914] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   2.74642] Font XLines.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   2.74650]     ascent=24.0, descent=-5.0, height=28.0
dtor     D               dtor.c:184  _al_register_destructor          [   2.74671] added dtor for object 052672E0, func 0FE81B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   2.75913] Font XLines.ttf loaded with pixel size 0 x 36.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   2.75921]     ascent=36.0, descent=-7.0, height=42.0
dtor     D               dtor.c:184  _al_register_destructor          [   2.75943] added dtor for object 052695C8, func 0FE81B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   2.77045] Font XLines.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   2.77053]     ascent=18.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   2.77083] added dtor for object 0526B8B0, func 0FE81B63
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.77410] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.77416] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.77421] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.77426] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.77431] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.77439] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.77444] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.77448] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.77453] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.77458] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.77463] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.77468] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.77473] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   2.77747] Glyph 23: 29x38 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.77771] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.77777] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.78381] Glyph 5: 29x37 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.78409] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.78421] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.78856] Glyph 12: 25x38 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.78901] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.78907] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.79126] Glyph 3: 27x37 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.79159] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.79165] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.79370] Glyph 15: 28x37 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.79400] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.79407] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.79582] Glyph 13: 29x37 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.79615] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.79621] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.79801] Glyph 46: 3x3 (4x4)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.79831] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.79857] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.80051] Glyph 20: 29x37 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.80143] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.80152] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.80445] Glyph 8: 29x37 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.80485] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.80491] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.80707] Glyph 21: 28x37 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.80737] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.80743] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.80945] Glyph 14: 29x38 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.80975] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.80981] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.81170] Glyph 7: 28x37 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.81204] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.81210] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.81380] Glyph 18: 29x37 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.81409] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.81417] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.81641] Glyph 25: 28x37 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.81675] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.81682] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.81904] Glyph 1: 35x37 (36x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.81939] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.81945] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.82132] Glyph 44: 11x11 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.82162] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.82168] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.82340] Glyph 6: 24x37 (24x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.82371] _al_d3d_sync_bitmap (system) ref count == 1
